1) 2knor = 3en + 2esk (Turkin et al., 1983)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
37) mwd = fo (Fei & Bertka 1999; Frost 2003; Katsura & Ito 1989; Akimoto 1987)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.18 0.18 0.0 130.0 125.0 1200 1200
0.18 0.18 0.0 133.0 127.0 1400 1400

38) mwd = mrw (Fei & Bertka 1999; Frost 2003; Katsura & Ito 1989; Akimoto 1987)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-0.48 -0.48 0.0 125.0 130.0 1200 1200
-0.46 -0.46 0.0 127.0 133.0 1400 1400

39) mpv + per = mrw (Shim et al 2001; Ito & Takashi 1989; Fei et al 2004)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 255.0 240.0 1040 1040
0.0 0.0 0.0 250.0 240.0 1150 1150
0.0 0.0 0.0 245.0 235.0 1375 1375
0.0 0.0 0.0 250.0 235.0 1400 1400
0.0 0.0 0.0 245.0 235.0 1625 1625
0.0 0.0 0.0 240.0 225.0 1850 1850
0.0 0.0 0.0 232.0 220.0 2080 2080

40) fpv = fak (Ito & Yamada 1982)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
1.93 -0.32 0.0 255.0 255.0 1100 1100

41) mpv = mak (Ito & Yamada 1982)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.02 -0.13 0.0 255.0 255.0 1100 1100

42) 2mak = mrw + stv (Ito & Yamada 1982)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-0.12 -0.58 0.0 255.0 255.0 1100 1100

43) 2fak = frw + stv (Ito & Yamada 1982)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
3.12 0.29 0.0 255.0 255.0 1100 1100

44) mrw = 2per + stv (Ito & Yamada 1982)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.16 -0.27 0.0 255.0 255.0 1100 1100

45) frw = 2fper + stv (Ito & Yamada 1982)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
2.48 1.54 0.0 255.0 255.0 1100 1100

46) fpv = fak (Ito & Yamada 1982)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
1.93 -0.32 0.0 255.0 255.0 1100 1100

47) mpv = mak (Ito & Yamada 1982)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.02 -0.13 0.0 255.0 255.0 1100 1100

48) 2mpv + frw = 2fpv + mrw (Ito & Yamada 1982)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-3.02 -4.55 0.0 255.0 255.0 1100 1100

49) cor = apv (Hirose et al 2001; Kubo & Akaogi 2000)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-1.31 -1.31 0.0 250.0 250.0 1200 1200
-1.29 -1.29 0.0 265.0 265.0 1200 1200
-1.05 -1.05 0.0 250.0 250.0 1500 1500
-1.08 -1.08 0.0 265.0 265.0 1500 1500
-0.98 -0.98 0.0 250.0 250.0 1600 1600
-1.03 -1.03 0.0 265.0 265.0 1600 1600
-0.89 -0.89 0.0 250.0 250.0 1750 1750
-0.94 -0.94 0.0 265.0 265.0 1750 1750
-0.86 -0.86 0.0 250.0 250.0 1800 1800
-0.90 -0.90 0.0 265.0 265.0 1800 1800

50) mcor = mpv (Hirose et al 2001; Kubo & Akaogi 2000)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
1.54 1.54 0.0 250.0 250.0 1200 1200
1.37 1.37 0.0 265.0 265.0 1200 1200
1.44 1.44 0.0 250.0 250.0 1500 1500
1.18 1.18 0.0 265.0 265.0 1500 1500
1.42 1.42 0.0 250.0 250.0 1600 1600
1.07 1.07 0.0 265.0 265.0 1600 1600
1.38 1.38 0.0 250.0 250.0 1750 1750
1.01 1.01 0.0 265.0 265.0 1750 1750
1.37 1.37 0.0 250.0 250.0 1800 1800
1.01 1.01 0.0 265.0 265.0 1800 1800

51) py = 3mpv + cor (Hirose et al 2001; Kubo & Akaogi 2000)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-0.28 -0.28 0.0 250.0 250.0 1200 1200
-0.30 -0.30 0.0 265.0 265.0 1200 1200
-0.42 -0.42 0.0 250.0 250.0 1500 1500
-0.45 -0.45 0.0 265.0 265.0 1500 1500
-0.48 -0.48 0.0 250.0 250.0 1600 1600
-0.51 -0.51 0.0 265.0 265.0 1600 1600
-0.56 -0.56 0.0 250.0 250.0 1750 1750
-0.59 -0.59 0.0 265.0 265.0 1750 1750
-0.59 -0.59 0.0 250.0 250.0 1800 1800
-0.62 -0.62 0.0 265.0 265.0 1800 1800

52) wo = pswo (Osborne & Shairer, 1941; Huang & Wyllie, 1975)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 0.0 0.0 1115 1135
0.0 0.0 0.0 22.0 21.0 1550 1550

53) wal = wo (Chatterjee et al., 1984; Essene, 1974)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 28.5 27.5 1000 1000
0.0 0.0 0.0 28.5 27.0 1150 1150
0.0 0.0 0.0 26.7 25.7 1400 1400

54) lrn + cstn = 3wal (Gasparik et al., 1994)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 100.0 90.0 1150 1150
0.0 0.0 0.0 105.0 95.0 1600 1600

55) 3cpv = lrn + cstn (Gasparik et al., 1994)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 120.0 110.0 1150 1150
0.0 0.0 0.0 129.0 119.0 1600 1600

56) cc = lime + CO2 (Smyth & Adams, 1923)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 1 0.0 0.0 894 914
0.0 0.0 1 0.0 0.0 927 947
0.0 0.0 1 0.0 0.0 1040 1060
0.0 0.0 1 0.0 0.0 1072 1092
0.0 0.0 1 0.0 0.0 1147 1167
0.0 0.0 1 0.0 0.0 1216 1236
0.0 0.0 1 0.0 0.0 1230 1250

57) cc = lime + CO2 (Baker, 1962)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 1 0.0 0.0 892 912
0.0 0.0 1 0.0 0.0 949 969
0.0 0.0 1 0.0 0.0 1002 1022
0.0 0.0 1 0.0 0.0 1061 1081
0.0 0.0 1 0.0 0.0 1154 1174
0.0 0.0 1 0.0 0.0 1175 1195
0.0 0.0 1 0.0 0.0 1201 1221

58) cc + q = wo + CO2 (Zhu, Newton & Kleppa, 1993)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 1 2.3 1.9 700 700
0.0 0.0 1 3.1 2.7 750 750
0.0 0.0 1 4.1 3.8 800 800
0.0 0.0 1 5.2 4.9 850 850

59) cc + q = wo + CO2 (Jacobs & Kerrick, 1981)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-0.15 -0.15 0.86 6.0 6.0 870 890
0.0 0.0 1 6.0 6.0 890 915

60) cc + q = wo + CO2 (Aranovich & Newton, 1999)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 1 8.0 8.0 946 950
0.0 0.0 1 9.0 9.0 992 997
0.0 0.0 1 10.0 10.0 1025 1030
0.0 0.0 1 12.0 12.0 1095 1100
0.0 0.0 1 14.0 14.0 1160 1165

61) 3cc + 2wo = ty + CO2 (Zharikov & Shmulovich, 1969)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 1 0.1 0.1 800 830
0.0 0.0 1 0.2 0.2 880 890
0.0 0.0 1 0.3 0.3 950 960
0.0 0.0 1 0.4 0.4 960 980
0.0 0.0 1 0.5 0.5 990 1000

62) ty = spu + CO2 (Zharikov & Shmulovich, 1968)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 1 0.1 0.1 850 860
0.0 0.0 1 0.2 0.2 930 940
0.0 0.0 1 0.2 0.2 950 980
0.0 0.0 1 0.3 0.3 990 1000
0.0 0.0 1 0.5 0.5 1040 1060

63) spu + 4wo = 3rnk + CO2 (Zharikov & Shmulovich, 1968)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 1 0.1 0.1 850 870
0.0 0.0 1 0.2 0.2 920 940

64) spu + rnk = 4lrn + CO2 (Zharikov & Shmulovich, 1968)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 1 0.1 0.1 900 910
0.0 0.0 1 0.1 0.1 935 960
0.0 0.0 1 0.2 0.2 980 1000
0.0 0.0 1 0.3 0.3 1020 1050

65) ta + 2en = anth (Chernosky et al., 1985)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 10.0 10.0 755 780

66) br = per + H2O (Barnes & Ernst, 1963)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 0.5 0.5 564 574
0.0 0.0 0.0 1.0 1.0 604 607
0.0 0.0 0.0 1.5 1.5 633 648
0.0 0.0 0.0 2.0 2.0 653 664

67) br = per + H2O (Aranovich & Newton, 1996)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 2.0 2.0 655 670
0.0 0.0 0.0 4.2 4.2 715 730
0.0 0.0 0.0 7.0 7.0 770 790
0.0 0.0 0.0 10.0 10.0 830 845
0.0 0.0 0.0 15.0 15.0 890 905

68) br = per + H2O (Schramke et al., 1981; Irving et al., 1977)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 4.0 4.0 690 725
0.0 0.0 0.0 5.1 5.1 720 745
0.0 0.0 0.0 6.1 6.1 740 765
0.0 0.0 0.0 8.1 8.1 785 806

69) br = per + H2O (Irving et al., 1977)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 17.0 17.0 915 945
0.0 0.0 0.0 27.0 27.0 1020 1080
0.0 0.0 0.0 33.0 33.0 1075 1105

70) 2ta = 3en + 2q + 2H2O (Chernosky, 1976; Chernosky et al., 1985; Skippen, 1971)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 0.5 0.5 656 672
0.0 0.0 0.0 1.0 1.0 700 721
0.0 0.0 0.0 2.0 2.0 725 735

71) 2ta = 3en + 2q + 2H2O (Chernosky et al., 1985)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 10.0 10.0 790 800
0.0 0.0 0.0 13.0 13.0 800 800
0.0 0.0 0.0 13.6 13.6 785 785
0.0 0.0 0.0 17.0 17.0 795 795

72) 2ta = 3en + 2q + 2H2O (Jenkins, Holland & Clare, 1991)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 25.0 25.0 800 820
0.0 0.0 0.0 28.0 28.0 770 770

73) 2ta = 3en + 2q + 2H2O (Aranovich & Newton, 1999)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 2.0 2.0 720 730
0.0 0.0 0.0 4.2 4.2 765 770
0.0 0.0 0.0 6.0 6.0 780 785
0.0 0.0 0.0 7.0 7.0 785 790
0.0 0.0 0.0 10.0 10.0 795 800
0.0 0.0 0.0 14.0 14.0 805 810

74) 2ta = 3en + 2coe + 2H2O (Pawley & Wood, 1995)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 29.0 29.0 800 820
0.0 0.0 0.0 38.0 38.0 770 790
0.0 0.0 0.0 49.0 49.0 730 730

75) 2fo + 2ta = 5en + 2H2O (Chernosky, 1976; Chernosky et al., 1985)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 0.5 0.5 600 621
0.0 0.0 0.0 1.0 1.0 652 657
0.0 0.0 0.0 2.0 2.0 650 677
0.0 0.0 0.0 3.0 3.0 673 692
0.0 0.0 0.0 4.0 4.0 686 691
0.0 0.0 0.0 6.0 6.0 679 694

76) 2fo + 2ta = 5en + 2H2O (Pawley, 1998)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 10.0 10.0 640 680
0.0 0.0 0.0 15.0 15.0 620 640
0.0 0.0 0.0 20.0 20.0 580 600

77) 2anth = 7en + 2q + 2H2O (Chernosky & Autio, 1979)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 1.0 1.0 719 760
0.0 0.0 0.0 1.5 1.5 752 767
0.0 0.0 0.0 2.0 2.0 765 775
0.0 0.0 0.0 3.0 3.0 755 755
0.0 0.0 0.0 10.0 10.0 815 815

78) 7ta = 3anth + 4q + 4H2O (Chernosky & Autio, 1979)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 0.5 0.5 647 677
0.0 0.0 0.0 1.0 1.0 664 687
0.0 0.0 0.0 1.5 1.5 693 701
0.0 0.0 0.0 2.0 2.0 706 719
0.0 0.0 0.0 3.0 3.0 727 742

79) 2anth + 2fo = 9en + 2H2O (Chernosky et al., 1985)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 0.5 0.5 632 667
0.0 0.0 0.0 2.0 2.0 677 710
0.0 0.0 0.0 4.0 4.0 677 677
0.0 0.0 0.0 5.0 5.0 684 735
0.0 0.0 0.0 6.0 6.0 661 701

80) 9ta + 4fo = 5anth + 4H2O (Chernosky et al., 1985)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 1.0 1.0 625 645
0.0 0.0 0.0 2.0 2.0 635 660
0.0 0.0 0.0 5.0 5.0 665 685
0.0 0.0 0.0 6.0 6.0 674 689

81) br + chr = 2fo + 3H2O (Johannes, 1968; Kitahara et al., 1966)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 1.0 1.0 350 370
0.0 0.0 0.0 3.0 3.0 380 400
0.0 0.0 0.0 4.0 4.0 395 430
0.0 0.0 0.0 7.0 7.0 415 440
0.0 0.0 0.0 18.2 18.2 450 520
0.0 0.0 0.0 27.3 27.3 460 520

82) 5chr = ta + 6fo + 9H2O (Chernosky, 1982; Kitahara et al., 1966)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 1.0 1.0 394 394
0.0 0.0 0.0 0.5 0.5 414 414
0.0 0.0 0.0 2.0 2.0 426 447
0.0 0.0 0.0 4.0 4.0 469 502
0.0 0.0 0.0 5.0 5.0 491 516
0.0 0.0 0.0 6.5 6.5 503 541
0.0 0.0 0.0 27.3 27.3 585 615

83) liz = chr (Chernosky, 1975)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 2.0 2.0 413 431

84) atg = 4ta + 18fo + 27H2O (Evans et al., 1976)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 2.0 2.0 480 540
0.0 0.0 0.0 4.0 4.0 520 570
0.0 0.0 0.0 6.0 6.0 560 590
0.0 0.0 0.0 10.0 10.0 615 630
0.0 0.0 0.0 15.0 15.0 640 660

85) atg = 4ta + 18fo + 27H2O (Wunder & Schreyer, 1997)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 20.0 20.0 640 670
0.0 0.0 0.0 28.0 28.0 660 680

86) atg = 14fo + 10cen + 31H2O (Wunder & Schreyer, 1997)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 20.0 20.0 620 670
0.0 0.0 0.0 28.0 28.0 640 670
0.0 0.0 0.0 35.0 35.0 650 675

87) atg = 14fo + 10en + 31H2O (Bose & Navrotsky, 1998)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 54.0 54.0 615 635
0.0 0.0 0.0 47.0 47.0 645 660

88) 2br + cen = 2fo + 2H2O (Wunder & Schreyer, 1997)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 50.0 50.0 450 550

89) atg + 14ta = 45en + 45H2O (Pawley, 1998)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 20.0 20.0 620 640

90) phA = 3br + 2fo (Pawley & Wood, 1995)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 27.5 26.0 500 500
0.0 0.0 0.0 34.8 32.5 600 600
0.0 0.0 0.0 39.5 37.5 650 650

91) 6atg + 226fo = 62phA + 153en (Bose & Navrotsky, 1998)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 54.0 59.0 550 550

92) anth = cumm (Ghiorso & Evans 2002)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 5.0 5.0 780 820

93) 2cumm = 7en + 2q + 2H2O (Fonarev & Korolkov, 1980)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-0.70 -0.70 0.0 2.9 2.9 718 718
-0.72 -0.72 0.0 2.9 2.9 748 748
-1.02 -1.02 0.0 4.9 4.9 728 728
-1.04 -1.04 0.0 4.9 4.9 758 758

94) 2grun = 7fs + 2q + 2H2O (Fonarev & Korolkov, 1980)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.65 0.65 0.0 2.9 2.9 718 718
0.65 0.65 0.0 2.9 2.9 748 748
0.57 0.57 0.0 4.9 4.9 728 728
0.57 0.57 0.0 4.9 4.9 758 758

95) chum = 4fo + per + H2O (Pawley 2000)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 17.6 15.7 950  950
0.0 0.0 0.0 20.0 19.0 1000 1000

96) chum = 4fo + br (Pawley 2000)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 33.3 20.0 615 615
0.0 0.0 0.0 28.4 24.5 650 650
0.0 0.0 0.0 23.5 10.0 700 700
0.0 0.0 0.0 30.0 17.6 750 750
0.0 0.0 0.0 17.6 15.7 800 800
0.0 0.0 0.0 15.7 13.7 850 850
0.0 0.0 0.0 15.2 12.7 900 900

97) 4fo + br = chum (Wunder 1998)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 35.0 35.0 600 700
0.0 0.0 0.0 30.0 30.0 400 705
0.0 0.0 0.0 23.0 23.0 696 794
0.0 0.0 0.0 18.0 18.0 934 934

98) mag = per + CO2 (Harker & Tuttle, 1955; Goldsmith & Heard, 1962)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 1 0.7 0.7 730 750
0.0 0.0 1 1.4 1.4 800 825
0.0 0.0 1 2.1 2.1 800 875
0.0 0.0 1 2.8 2.8 875 900
0.0 0.0 1 3.0 3.0 952 952
0.0 0.0 1 5.0 5.0 977 1008

99) mag = per + CO2 (Johannes & Metz, 1968; Philipp & Girsperger, 1990; Koziol & Newton, 1995)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 1 0.5 0.5 680 710
0.0 0.0 1 1.0 1.0 740 760
0.0 0.0 1 2.0 2.0 810 835
0.0 0.0 1 0.5 0.5 700 710
0.0 0.0 1 0.6 0.6 715 715
0.0 0.0 1 1.0 1.0 760 770

100) 2mag + 2q = en + 2CO2 (Koziol & Newton, 1995)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 1 7.5 7.5 638 663
0.0 0.0 1 8.0 8.0 640 670
0.0 0.0 1 12.0 12.0 730 782
0.0 0.0 1 14.0 14.0 801 820
0.0 0.0 1 15.5 15.5 816 851
0.0 0.0 1 16.0 16.0 850 870
0.0 0.0 1 17.6 17.6 870 890

101) 2mag + en = 2fo + 2CO2 (Haselton et al., 1978; Koziol & Newton, 1998)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 1 6.5 6.5 712 725
0.0 0.0 1 7.0 7.0 722 740
0.0 0.0 1 8.0 8.0 755 765
0.0 0.0 1 10.0 10.0 822 825
0.0 0.0 1 12.0 12.0 850 870
0.0 0.0 1 14.2 14.2 928 951
0.0 0.0 1 16.3 16.3 983 993
0.0 0.0 1 18.3 18.3 1005 1020
0.0 0.0 1 20.3 20.3 1044 1044
0.0 0.0 1 20.0 20.0 1063 1063
0.0 0.0 1 22.1 22.1 1084 1100
0.0 0.0 1 10.0 10.0 815 823
0.0 0.0 1 18.0 18.0 1000 1020
0.0 0.0 1 23.7 22.2 1125 1125
0.0 0.0 1 24.9 24.9 1150 1180
0.0 0.0 1 29.5 29.5 1240 1280
0.0 0.0 1 34.3 34.3 1380 1400
0.0 0.0 1 38.0 38.0 1450 1500

102) ta + 5mag = 4fo + 5CO2 + H2O (Greenwood, 1967)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-5.09 -5.09 0.40 2.0 2.0 540 540
-5.68 -5.68 0.35 2.0 2.0 550 550
-2.82 -2.82 0.75 2.0 2.0 560 560
-2.88 -2.88 0.73 2.0 2.0 586 586
-4.08 -4.08 0.51 2.0 2.0 560 560

103) 2wo + 2mont = di + merw (Yoder, 1968)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 6.0 6.7 740 740
0.0 0.0 0.0 6.2 7.0 700 700
0.0 0.0 0.0 6.5 7.3 650 650

104) wo + mont = ak (Yoder, 1968)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 1.0 1.0 675 700
0.0 0.0 0.0 3.0 3.0 705 720
0.0 0.0 0.0 5.0 5.0 720 750
0.0 0.0 0.0 6.0 6.0 720 750

105) di + merw = 2ak (Yoder, 1968)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 7.5 7.5 780 780
0.0 0.0 0.0 7.0 7.0 810 810
0.0 0.0 0.0 9.0 9.0 950 980
0.0 0.0 0.0 10.0 10.0 1020 1050

106) di + 3mont = fo + 2ak (Walter, 1963; Yoder, 1968)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 0.2 0.2 860 875
0.0 0.0 0.0 0.4 0.4 880 895
0.0 0.0 0.0 2.0 2.0 890 910
0.0 0.0 0.0 5.0 5.0 950 975
0.0 0.0 0.0 10.0 10.0 1060 1090

107) 2di + ta = tr (Jenkins,Holland & Clare, 1991)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-0.16 -0.16 0.0 27.0 24.0 650 650
-0.16 -0.16 0.0 26.5 26.0 700 700
-0.16 -0.16 0.0 26.0 25.0 725 725
-0.16 -0.16 0.0 27.0 26.0 750 750

108) di + 2mag = en + dol (Brey et al., 1983)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.08 0.08 0.0 24.3 21.0 850 850
0.11 0.11 0.0 30.0 27.0 970  970
0.18 0.18 0.0 37.5 35.3 1100 1100
0.23 0.23 0.0 43.8 41.7 1200 1200
0.29 0.29 0.0 51.0 48.5 1300 1300

109) spu + 2mont = 2merw + cc (Walter, 1965)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 0.3 0.3 812 824
0.0 0.0 0.0 1.0 1.0 800 820

110) 2tr = 3en + 4di + 2q + 2H2O (Yin & Greenwood, 1983)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 0.1 0.1 655 675
0.0 0.0 0.0 0.2 0.2 725 745
0.0 0.0 0.0 0.3 0.3 755 775
0.0 0.0 0.0 0.8 0.8 800 820
0.0 0.0 0.0 1.4 1.4 820 840

111) 2tr = 3en + 4di + 2q + 2H2O (Jenkins, Holland & Clare, 1991)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 1.5 1.5 840 860
0.0 0.0 0.0 3.0 3.0 880 880
0.0 0.0 0.0 2.9 2.9 888 888
0.0 0.0 0.0 5.0 5.0 914 930
0.0 0.0 0.0 7.1 7.1 916 929

112) 2tr + 2fo = 5en + 4di + 2H2O (Jenkins, 1983)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.09 0.0 5.0 5.0 820 840
0.0 0.09 0.0 8.0 8.0 790 810
0.0 0.09 0.0 10.0 10.0 770 790
0.0 0.09 0.0 20.0 20.0 640 660

113) dol + 2q = di + 2CO2 (Slaughter et al., 75; Eggert & Kerrick, 1981; Jacobs & Kerrick, 1981)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-0.10 -0.10 0.95 2.0 2.0 505 525
-0.63 -0.63 0.73 6.0 6.0 610 630
-1.02 -1.02 0.60 5.0 5.0 565 585

114) dol + 2q = di + 2CO2 (Eggler et al., 1976)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 1 28.0 28.0 970 1025

115) di + 3dol = 2fo + 4cc + 2CO2 (Kase & Metz, 1980)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-0.54 -0.54 0.90 3.0 3.0 623 653
-0.59 -0.59 0.90 5.0 5.0 700 720
-0.68 -0.68 0.90 10.0 10.0 850 870

116) 2dol + ta + 4q = tr + 4CO2 (Eggert & Kerrick, 1981)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-6.06 -6.06 0.22 6.0 6.0 540 560
-6.24 -6.24 0.21 6.0 6.0 530 550

117) di + cc = ak + CO2 (Walter, 1963)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.05 0.05 1 0.5 0.5 895 905
0.05 0.05 1 0.7 0.7 920 930

118) ak + fo + cc = 3mont + CO2 (Walter, 1963)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.05 0.05 1 0.5 0.5 885 905
0.05 0.05 1 0.7 0.7 910 930

119) fo + di + 2cc = 3mont + 2CO2 (Walter, 1963)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.10 0.10 1 0.5 0.5 885 905

120) 5dol + 4ta = 6fo + 5di + 4H2O + 10CO2 (Skippen, 1971)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-8.42 -8.42 0.75 1.0 1.0 500 540
-8.42 -8.42 0.75 2.0 2.0 550 570

121) ta + 3cc + 2q = 3di + H2O + 3CO2 (Skippen, 1971)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-2.45 -2.45 0.60 2.0 2.0 480 515

122) 5dol + 8q + H2O = tr + 3cc + 7CO2 (Slaughter et al., 1975; Eggert & Kerrick, 1981)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.64 0.64 0.85 2.0 2.0 474 494
